,polity2,pop,rgdpna,Europe,emp,pl_c,protestnumber
0,-10,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,6
1,-9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
2,-9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
3,-9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
4,-9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
5,-8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
6,-8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,3
7,-8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
8,-8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
9,-8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,5
10,-7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
11,-7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
12,-7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,41
13,-7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
14,-7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,6
15,-6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,5
16,-6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
17,-6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
18,-6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
19,-6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
20,-5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
21,-5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
22,-5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
23,-5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
24,-5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,5
25,-4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,17
26,-4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,20
27,-4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
28,-4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,3
29,-4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,3
30,-3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,21
31,-3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
32,-3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,9
33,-3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,3
34,-3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
35,-2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
36,-2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
37,-2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
38,-2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
39,-2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,5
40,-1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
41,-1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
42,-1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,7
43,-1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,4
44,-1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
45,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
46,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
47,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
48,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
49,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
50,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
51,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
52,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
53,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,5
54,0,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,3
55,1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,4
56,1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
57,1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
58,1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,5
59,1,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
60,2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,3
61,2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,3
62,2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
63,2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
64,2,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
65,3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,4
66,3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,3
67,3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,10
68,3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,5
69,3,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
70,4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,5
71,4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
72,4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
73,4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,5
74,4,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
75,5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
76,5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
77,5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
78,5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
79,5,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
80,6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,6
81,6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
82,6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
83,6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,8
84,6,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
85,7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
86,7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
87,7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
88,7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
89,7,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
90,8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
91,8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,11
92,8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
93,8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
94,8,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,9
95,9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,2
96,9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
97,9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
98,9,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
99,10,40.149639673006035,391199.3985785496,1,17.359893423721104,0.9004648588237386,1
